signal_date,style_size,style_liquidity,style_momentum,style_volatility,style_profitability,style_growth,style_leverage
2019-01-31,0.2207270770830418,-0.6005154444514834,0.0817268039484964,0.034289076848290356,-0.005274463981458259,-0.009928021422271031,0.005275753839142624
2019-02-28,0.24332243892243047,-0.6271235971038214,0.14332137324569008,0.09170668556362906,0.019603365354795326,0.0014897885706783886,0.007642547648968657
2019-03-29,0.25935943469312955,-0.6243310061221925,0.07900949442001226,0.07052986846646005,0.031213119849324858,-0.028978034064546097,0.0005507278500247348
2019-04-30,0.2418400366112572,-0.6004559227090479,-0.06821740955596993,0.02603475277867902,0.01056970113302729,0.0011262735679004468,0.0043914702532556315
2019-05-31,0.1851014054248875,-0.5698881413511656,-0.05036217841957465,-0.022664953878118153,-0.003987602421322323,0.010604326129195896,-0.013568067608387944
2019-06-28,0.21356545405949504,-0.642906783288735,-0.00964166860479969,0.02580314134349708,-0.013120916527226661,0.013829710490891873,-0.0020387863106775465
2019-07-31,0.2195449397606061,-0.5826568048532546,0.031605332222730834,0.007896660760933682,-0.03539447927027949,0.007324216564550429,-0.011654292176643868
2019-08-30,0.22386312285180854,-0.6014137974141055,0.022954226017944522,0.07385399112331614,-0.022790182743628894,-0.01643697927723178,-0.00959196843471251
2019-09-30,0.2309770062137591,-0.5702338215148819,0.011323082573047634,0.05051438251032071,-0.026476093713544382,-0.017803672964652635,-0.024186764343515493
2019-10-31,0.21839075999764626,-0.5733052534265362,0.07297286353553675,0.060483123564159094,-0.06598047792509754,0.028018949925984377,-0.0055349376821693455
2019-11-29,0.2585845366975447,-0.6116761914685761,0.020530723317578863,0.14520125646380122,-0.0383343801289962,0.034797867957622984,-0.006766670203513984
2019-12-31,0.2814989675557409,-0.6592961284799008,0.04969534970118496,0.14508430225141122,-0.047263985294436824,0.03780882008713724,0.0021858966486421882
2020-01-23,0.2797447126159013,-0.6121770749631953,0.009186813629844633,0.1296760324121656,-0.06438075390912959,0.013223648228666507,-0.02065044905579114
2020-02-28,0.27543489375934044,-0.6117561226603592,0.030490292441007483,0.15274148904318693,-0.0728139142274055,-0.0016144455257936818,-0.024108481958279283
2020-03-31,0.2954920573060413,-0.6763160144542301,0.05658802410327343,0.17822130476906017,-0.04710340920215102,0.010409957646395804,-0.05203764652479625
2020-04-30,0.3065478650975509,-0.6956881201414938,-0.0001825820280172328,0.19734739064262816,-0.007705024467451813,-0.04068770516818607,-0.02995731971479859
2020-05-29,0.27308429038312343,-0.6720593563418406,-0.015279510650098714,0.1811344919486353,0.0034289530215492626,-0.023871690934312167,-0.03878252861661072
2020-06-30,0.26379742788364025,-0.6246878799683891,-0.05302607545760563,0.1225591971073681,0.01762172744904103,-0.012724125165069114,-0.04278178853548051
2020-07-31,0.18717477298689916,-0.5085266685665754,0.04560728080191422,-0.06549103289076996,-0.00784587135212149,-0.03398451095173843,-0.049902631852292184
2020-08-31,0.22835686193025012,-0.5228784061347014,0.011457148101960942,0.010808108305922017,0.010168626414242196,-0.029158804126908803,-0.058948006812490066
2020-09-30,0.20158605074285588,-0.4921649391490462,-0.033312747412959344,-0.019613458263560174,0.01622785910139563,-0.022146059842134386,-0.059498551505396055
2020-10-30,0.1994284759993037,-0.5263945453315877,-0.08625099616014002,-0.03707825796016753,-0.030977223424470703,0.08094196880416471,-0.07252385570256673
2020-11-30,0.21606658155978473,-0.4896021683636607,-0.08716289576571787,-0.05800848697509278,-0.029410581027672158,0.052217927199362885,-0.04017491635221643
2020-12-31,0.20481071459274297,-0.47294028936762084,-0.1087807851395287,-0.04633916045989306,0.0027435335372825134,0.046768692501994606,-0.04893019640612878
2021-01-29,0.1970420163518011,-0.6783693317253625,0.341260138538125,0.0005860919771279992,0.08759961976143893,0.03259824313237865,0.06204566123339223
2021-02-26,0.16906242527853005,-0.6168161811103564,0.41765436732839895,-0.020879247858505763,0.0780989775325694,0.008305571555952518,0.07023740292456157
2021-03-31,0.12120633721314933,-0.6410191081973158,0.5117225149006154,-0.04833490913576655,0.08062214942877456,0.033143872009171765,0.06829488542939617
2021-04-30,0.15944587079724348,-0.6579040126623948,0.4675274242935283,-0.014714447265631259,0.08950928934432957,-0.0006564063087279396,0.06493213090875591
2021-05-31,0.16535962551930797,-0.6712348547289799,0.43697700624609365,-0.011225207682301747,0.0922951887621107,-0.02756560716616673,0.07074626992970144
2021-06-30,0.13421989055435124,-0.6250841341688103,0.417136707858718,-0.03238088237549903,0.0951989926799413,-0.029098403756413947,0.04807236733373508
2021-07-30,0.1414363857479079,-0.5846851456784026,0.4448578221213439,-0.09360813337336503,0.06815172339245919,-0.03130315413586148,0.02580708812110139
2021-08-31,0.13378543803849038,-0.5327594609746781,0.41926059076347333,-0.10366755983381705,0.05068030392319052,-0.009888624542446886,0.011484770855202614
2021-09-30,0.14507290573464734,-0.5894608533150247,0.5206806434989912,-0.0705827964758372,0.060959240317336114,-0.02226976628377198,0.023975589386575912
2021-10-29,0.17042385971801483,-0.6167699946473449,0.5016307747146138,-0.0500758846536299,0.058067290596193845,-0.04168180839591258,0.01895335258746296
2021-11-30,0.12389552481696633,-0.520374315831054,0.35372021461703684,-0.07020039667695066,0.028572795167057692,-0.009899824754950024,0.021767774626103624
2021-12-31,0.1681713262227141,-0.582511906330288,0.4729400017385373,-0.10887071086008991,0.037202779197104414,-0.026792967050893596,0.02791812294769816
2022-01-28,0.2665109991215189,-0.5903928840323477,0.5216634543411631,-0.04506151424971956,0.04739824692308302,-0.04271178095235336,0.0162779553257087
2022-02-28,0.2609836703146907,-0.5943743707622793,0.4949808058348018,-0.08061808439376125,0.04754381298849883,-0.07283065595202252,0.02549543799344294
2022-03-31,0.13472035793977255,-0.40836300969974076,0.26524921759739306,-0.058236930476375896,0.037386603660247514,-0.038104486844394374,0.03017216973709202
2022-04-29,0.24435223729153172,-0.5944651006595146,0.41898622197695917,-0.08099723304280604,0.08114921348189975,-0.08002854888299928,0.038365787224113365
2022-05-31,0.2053383720980838,-0.6267564218428455,0.4522233956997695,-0.050451484320059616,0.08033740554393373,-0.08398529990441576,0.044251007813182794
2022-06-30,0.151680369690528,-0.4205005847379233,0.287633192423354,-0.07574108411561735,0.04540437121158599,-0.04230731922473023,0.029369640801406274
2022-07-29,0.14711526517822748,-0.4576577008315421,0.3026543410904306,-0.08067453208240344,0.03988718377512711,-0.029692892087347354,0.03734425287573021
2022-08-31,0.23790100936840677,-0.6532441844063871,0.4402593972242691,-0.05614883951828335,0.05601655824167869,-0.0038294659373468995,0.06000498403302558
2022-09-30,0.2005550922460803,-0.5699842031934579,0.3742843556736619,-0.007663509586399478,0.061124062110575125,0.003970529703613955,0.048281808605888786
2022-10-31,0.29040681276280134,-0.6994274606045454,0.44661013647336395,0.0130400708594401,0.07676834004260064,-0.012374543791877038,0.06526823632269639
2022-11-30,0.24216750107776203,-0.6774057185267566,0.4226498228924751,-0.04190341214821101,0.049166672479064984,-0.006394507280540084,0.08947041219867362
2022-12-30,0.2079243894629304,-0.6796904372522534,0.3678385536327425,-0.05547441449377978,0.057425922756974085,-0.002881297760470457,0.045285164439008214
2023-01-31,0.23321072507652818,-0.5860876536663449,0.12100101151006828,0.049490632119372824,-0.029308496827288703,-0.029254758431058306,-0.014168532012121877
2023-02-28,0.20137104779555048,-0.5151957262989867,0.10252526687257067,0.014545092826147353,-0.06994165975223669,-0.010473009126082648,-0.017748000334161903
2023-03-31,0.17991638496791565,-0.4564816226506602,0.14826019464565388,0.004315015537979595,-0.024961048042412146,-0.05795829740206379,0.005995869580993723
2023-04-28,0.1892119816122157,-0.4187493896292509,0.19704893164139953,-0.023376559025383974,-0.06468955970360656,-0.07536009307167588,-0.023680966890304182
2023-05-31,0.16063641676303103,-0.4349017538743081,0.23539219076276421,-0.048828868825790676,-0.06149828355295378,-0.06737556777685501,-0.0128131935242625
2023-06-30,0.16098101834123835,-0.4340746186179099,0.30945808590998014,-0.08170549987527692,-0.055550124282625964,-0.03187915620389177,-0.005790358162658984
2023-07-31,0.20241130111616548,-0.4640472673091199,0.48150663538443556,-0.056909020619434515,-0.03412618620472317,-0.007840055383340552,-0.025356230385642702
2023-08-31,0.1418562633488086,-0.44688317914007836,0.32387466756860506,-0.013858127830875769,-0.03396259848043732,-0.02112551104605423,-0.011025156633790513
2023-09-28,0.18719829069122484,-0.5329580993557745,0.3331189131296103,0.0008109788136353455,-0.046940450084391135,-0.027633499545070675,0.000552072880992672
2023-10-31,0.19256355757631594,-0.5424234913000163,0.37579329986508425,0.03729603008098146,-0.060528549569873406,-0.01965080349105448,-0.03543540075444269
2023-11-30,0.1885338275645307,-0.5596758402278631,0.33053253221602413,0.03673585890980603,-0.06477174899323646,0.004009312059315989,-0.01584597554760303
2023-12-29,0.16916753543078583,-0.4802318364807921,0.35113878454932557,-0.055293634073748724,-0.06448496272135415,-0.010040417325510009,-0.003820009623461918
2024-01-31,0.20692131074151932,-0.46302966510223487,0.43673537807986007,-0.051044583471044014,-0.06908156075150831,-0.033769245244499806,-0.019248838070669492
2024-02-29,0.15542192955166725,-0.4773906818898978,0.4001381120032393,-0.0027173569299551257,-0.05945786841537979,-0.024535372282945153,-0.050620068925697446
2024-03-29,0.20989732698225377,-0.5199961086168867,0.16156327687072988,0.14485676051404303,-0.040043076550180655,-0.05022435179421039,-0.025743922367688854
2024-04-30,0.2845437815017941,-0.5577977627185939,0.12548727773151266,0.2326503553020705,-0.09494408967504565,0.03530908084774011,-0.052625424055680034
2024-05-31,0.2393512608981183,-0.5051231243274511,0.13050782243914036,0.1677512285735976,-0.0759708902476366,0.01519948980037317,-0.031784429531298224
2024-06-28,0.19408751116219597,-0.4348807080968954,0.09122094266160352,0.07965298576687689,-0.06248830287051761,0.04135862407850817,-0.01920030774182847
2024-07-31,0.22788514407591512,-0.5090551414252013,0.11785226275777824,0.1083192278744878,-0.06157081277322683,0.04648468486259834,-0.031134873176391586
2024-08-30,0.2554391193089326,-0.52001722274228,0.1337784416412859,0.13676448208333078,-0.06385090353844518,0.08500754170622986,-0.06247633430864402
2024-09-30,0.32057451903633993,-0.5746794608550386,0.13405119184861505,0.22737830789511157,-0.050375685863077425,0.06563375301544443,-0.048634049739793565
2024-10-31,0.268441668075494,-0.5538526876675534,0.004057534056594123,0.1491960716228229,-0.027915181542479392,0.08010400495405563,-0.06179159401383646
2024-11-29,0.2687288048773195,-0.569900887232118,-0.03932392263516913,0.18312126914090276,-0.040977779707441736,0.08030822265688103,-0.030038096157776934
2024-12-31,0.26936207173165255,-0.5235601206783009,-0.08435898005340639,0.16777321786205807,-0.08338811340134371,0.06924108018410358,-0.020138856326492573
2025-01-27,0.31555000380442033,-0.5906754990739181,-0.12637294365215831,0.20805376926187938,-0.0653960863531183,-0.024142214416526864,-0.03980954133565265
2025-02-28,0.3049375696628658,-0.6672277605992539,0.007030437984792968,0.20071275083177853,-0.07102444459454314,-0.03710939274792949,-0.06291209856093391
2025-03-31,0.29526257612148393,-0.6520926878818387,0.017871156574877665,0.17279791158318417,-0.06516826708187289,-0.00553030758229144,-0.08708981255660805
2025-04-30,0.29861119864743924,-0.7121281672220124,-0.005252740411753804,0.23913437713501862,-0.07678019938014137,0.011313138688082426,-0.07001757912115293
2025-05-30,0.23344393451148054,-0.6620431494962918,0.02990516816000082,0.11955297670674309,-0.04764556834342039,0.009197721025766296,-0.06172277629406559
2025-06-30,0.22574588367543952,-0.6372357310667985,0.07577151802299487,0.06208316435024279,-0.05288961296998816,0.007546919613657665,-0.0661657268162067
2025-07-31,0.25383829752169546,-0.6197392057819363,0.11529631264462929,0.018102341300443543,-0.05570785068584955,-0.017973059218346042,-0.08158629450685569
2025-08-29,0.2567107894641195,-0.547048761286533,0.05366865459187623,0.033477050884056406,-0.08712392385784827,-0.026458249212642657,-0.08590752628576348
2025-09-30,0.08462093899619863,-0.18363652995682306,0.022074417204253054,0.016194528870067157,-0.037278769062246725,-0.008981290841094905,-0.02571350799713301
2025-10-31,0.28429034925802776,-0.583558841172304,0.0817656644514075,0.11364134807515433,-0.10505708621161833,0.002039085147809273,-0.05345813949554943
2025-11-28,0.24053983289759884,-0.6178540702148457,0.17800871999476572,0.07312611566520993,-0.07482794432678805,0.022371305221468425,-0.03282285653140615
2025-12-31,0.2436085843704265,-0.639381189889149,0.1447325388552958,0.06972486353622909,-0.10649354767776255,0.029984076659077104,-0.022663112186181947
2026-01-30,0.2647911290301312,-0.5988353401488299,0.22560091892154654,0.0035236580026569656,-0.13736486651071975,-0.02125214164723494,-0.0413068150365653
2026-02-27,0.25827419466887264,-0.6295031067649052,0.19164612615211912,0.06818598613152545,-0.11662831673440686,-0.011819343331048386,-0.031694956094671003
2026-03-31,0.2487816330400981,-0.602387785264692,0.20725434171199691,0.04147590466680274,-0.0844032530975976,-0.017898450237896532,-0.04402249448357965
2026-04-30,0.25242996991058736,-0.6334992761365333,0.33146597657156446,0.02696800086109178,-0.10419801436383895,-0.008917003058617616,-0.042402669062254296
